reference;name;description;price;image
36;TEA TREE - Huile essentielle BIO;Un antibactérien puissant ! Efficace dans la lutte contre de nombreuses infections, l'huile essentielle de Tea Tree est particulièrement recommandée en cas de maux de gorge naissants ou d'infections buccales telles que les gingivites. Faisant partie des huiles essentielles les plus antibactériennes, le Tea Tree aide aussi à se débarrasser des boutons d'acné et des furoncles. Mais surtout : c'est l'antiseptique à avoir chez soi en cas de plaie ou de petit "bobo" ! Plaie infectée ou présentant un risque d’infection.Voie cutanée : 1 goutte pure sur la plaie, 3 fois par jour, jusqu’à disparition de la plaie. Acné (et mycose).Voie cutanée : 1 goutte pure sur chaque bouton, matin et soir après s’être lavé le visage, jusqu’à disparition de l’acné. Faire une semaine de pause après 3 semaines d'utilisation. Mal de gorge.Voie orale : 2 gouttes mélangées à du miel, 3 fois par jour, jusqu’à disparition de la douleur.;3,6;www.compagnie-des-sens.fr/707-home_default/tea-tree-huile-essentielle-bio.jpg
37;GINGEMBRE - Huile essentielle BIO;Une épice qui donne la pêche ! Le gingembre est une racine très utilisée en cuisine dans de nombreuses parties du monde pour son goût relevé et ses vertus thérapeutiques. Utilisée en usage interne, l'huile essentielle de Gingembre est une tonique digestive puissante. En application externe, son odeur épicée la rend aphrodisiaque au plus grand plaisir de votre conjoint(e). Constipation. Voie cutanée : 2 gouttes pures sur le ventre en massage, avant les repas, jusqu’à amélioration.Voie orale : 1 goutte pure dans une cuillère à café d’huile d’olive, avant les repas, jusqu’à guérison. Libido.Voie cutanée : 3 gouttes dans 10 gouttes d'huile végétale en application le long de la colonne vertébrale et en bas du dos, 2 fois par jour pendant 10 jours. Soin capillaire tonique.En application : 2 gouttes pures dans une noix de shampooing, masser quelques minutes puis rincer les cheveux.;6,9;www.compagnie-des-sens.fr/938-home_default/gingembre-huile-essentielle-bio.jpg
38;CLOU DE GIROFLE - Huile essentielle BIO;Faire taire instantanément les douleurs dentaires ! Originaire du Sud-Est asiatique, le giroflier produit des clous qui, une fois distillés, produisent une huile essentielle puissante. Utilisée par dessus tout pour ses vertus antalgiques, elle est l'huile essentielle par excellence pour soulager toutes les douleurs dentaires : aphtes, caries, abcès, rage de dents ou autre. Vous retrouverez d'ailleurs ce goût de l'eugénol si spécifique du dentiste. Très bonne anti-infectieuse et particulièrement antiparasitaire, elle s'utilise pour lutter contre la gale ou bien, dans les maisons, pour venir à bout de certains insectes. Douleurs dentaires.  Voie cutanée : 1 goutte pure sur la zone affectée, 5 fois par jour pendant 3 jours.;3,9;www.compagnie-des-sens.fr/688-home_default/clou-de-girofle-huile-essentielle-bio.jpg
39;LAVANDE VRAIE - Huile essentielle BIO;L'huile essentielle familiale par excellence ! Chers parents, si vous ne deviez en acheter qu’une, c’est vraiment celle-ci ! En effet, extrêmement bien tolérée par les adultes comme par les enfants ou les bébés, l'huile essentielle de Lavande Vraie lutte contre de nombreux troubles. Elle est tout d'abord LA référence pour faire disparaître les démangeaisons, quelle que soit la région corporelle concernée. Sédative, elle apaise les nerfs, détend les muscles, régule le système nerveux, calme l'excitabilité et favorise le sommeil. Antidouleur très efficace, c'est une merveille de la nature ! N'oubliez pas que c'est également une référence pour éloigner puces, mites et tiques.  Agitation, excitation.Inhalation : respirer directement le flacon, lentement et profondément, et renouveler autant de fois que nécessaire. Démangeaisons, irritation de la peau. Voie cutanée : 2 gouttes pures sur la zone touchée, à renouveler autant de fois que nécessaire. Douleurs et migraines, enfants de - de 6 ans.Voie cutanée : 2 à 3 gouttes pures sur la zone douloureuse, masser doucement. (Attention à ne pas en mettre dans les yeux !) Plaies.Voie cutanée : 2 à 3 gouttes pures sur la plaie jusqu'à cicatrisation.;5,1;www.compagnie-des-sens.fr/734-home_default/lavande-vraie-huile-essentielle-bio.jpg
40;LAVANDIN SUPER - Huile essentielle BIO;Halte aux poux ! L'huile essentielle de Lavandin Super ne doit pas être confondue avec les huiles essentielles de lavande beaucoup plus douces. Sa composition bien différente lui confère une puissante capacité de prévention et d'élimination des poux et lentes ! Face aux poux, les produits vendus dans le commerce sont très souvent chimiques et toxiques. Aujourd'hui, grâce à sa réputation, les fabricants intègrent l'huile essentielle de Lavandin Super dans leurs solutions commerciales ! Ses pouvoirs ne s'arrêtent pas là. Elle est très efficace pour détendre les muscles et calmer la nervosité, ces deux propriétés font qu'elle est également très appréciée des athlètes. Prévention ou élimination des poux. Voie cutanée : 1 goutte pure déposée à différents endroits du cuir chevelu, à renouveler chaque jour jusqu’à disparition des poux. Crampes.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer directement sur la zone douloureuse.;3,3;www.compagnie-des-sens.fr/861-home_default/lavandin-super-huile-essentielle-bio.jpg
41;LENTISQUE PISTACHIER - Huile essentielle BIO;Une circulation du sang, sans bouchon ! Le lentisque pistachier, cet arbuste poussant dans le maquis méditerranéen, produit une huile essentielle excellente pour les circulations sanguines et lymphatiques. Elle est efficace contre tous les problèmes de circulation : très utilisée pour les jambes lourdes et varices, elle est également efficace pour atténuer les cernes. Jambes lourdes, varices, mauvaise circulation.Voie cutanée : 1 goutte dans 4 gouttes d’huile végétale, masser les jambes du bas vers le haut, matin et soir, par période de 20 jours, puis, après une pause d'une semaine, poursuivre tant que nécessaire. Hémorroïdes.Voie cutanée : 1 goutte dans 19 gouttes d’huile végétale, à appliquer sur l’hémorroïde, après la douche et après chaque selle jusqu’à disparition.;11,7;www.compagnie-des-sens.fr/659-home_default/lentisque-pistachier-huile-essentielle-bio.jpg
42;MANDARINE VERTE - Huile essentielle BIO;Relax ! ... :)L’huile essentielle de Mandarine Verte est facilement reconnaissable à son odeur fruitée, sucrée et acidulée. Elle est très appréciée pour son parfum agréable et ses vertus calmantes et apaisantes. C'est donc sans doute l'une des meilleures huiles essentielles à diffuser pour créer une ambiance de bien-être et de bonne humeur. A la fois relaxante et sédative, c'est une calmante idéale pour les enfants. Elle possède également des vertus digestives. Chagrin, angoisse.En diffusion : verser le nombre de gouttes indiqué sur la notice de votre diffuseur. Diffuser par plages de 30 minutes maximum.Voie orale : 2 gouttes sur un comprimé neutre à laisser fondre en bouche, 2 à 3 fois dans la journée.;3,6;www.compagnie-des-sens.fr/664-home_default/mandarine-verte-huile-essentielle-bio.jpg
43;MARJOLAINE À COQUILLES - Huile essentielle BIO;Excellente pour se tranquilliser et laisser les soucis de côté ! La marjolaine à coquilles, également appelée marjolaine des jardins, est cultivée comme plante condimentaire mais aussi pour être distillée en huile essentielle. Cette dernière présente des propriétés calmantes et déstressantes qui font de l'huile essentielle de Marjolaine à Coquilles une solution tranquillisante efficace pour tous ceux qui ne trouvent pas le sommeil. En apaisant le système nerveux, elle soulage les maux qui en découlent tels que certaines douleurs au thorax ou digestives.  Insomnie. Voie cutanée : 1 goutte pure en massage sur le plexus solaire, le soir, au moment du coucher. Douleurs d'origine nerveuse (fourmillements, sensations de brûlure, troubles digestifs, thorax douloureux).Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale puis appliquer sur la zone douloureuse, 3 fois par jour jusqu'à amélioration.;5,1;www.compagnie-des-sens.fr/668-home_default/marjolaine-a-coquilles-huile-essentielle-bio.jpg
44;NIAOULI - Huile essentielle BIO;La solution des nez bouchés !L'huile essentielle de Niaouli est une star des voies respiratoires : pour les personnes enrhumées, ayant le nez bouché ou une sinusite, la nature vous procure LA solution ! C'est une huile essentielle anti-infectieuse incontournable pour passer l'hiver en pleine santé. Elle est également parfaite pour soigner les infections cutanées tels que les boutons de fièvre ou le zona. Rhume, nez bouché, nez qui coule. En inhalation : 5 gouttes pures à appliquer sur un mouchoir, puis à inhaler, 5 fois par jour, jusqu’à amélioration. Angine.Voie orale : 1 goutte sur un comprimé neutre, à laisser fondre en bouche, 4 fois par jour, pendant 3 jours. Herpès buccal, bouton de fièvre.Voie cutanée : 2 gouttes pures ou en dilution à 50% dans une huile végétale, selon la sensibilité de la peau, directement sur l’herpès, toutes les 2 heures, jusqu’à disparition de l’herpès. Zona.Voie cutanée : 2 gouttes pures sur la zone touchée, 6 fois par jour, jusqu’à disparition du zona.;3,3;www.compagnie-des-sens.fr/743-home_default/niaouli-huile-essentielle-bio.jpg
45;PALMAROSA - Huile essentielle BIO;Un déodorant naturel ! L'huile essentielle de Palmarosa est le déodorant naturel par excellence. Très antibactérienne, elle s'oppose au développement des mauvaises odeurs tout en vous enveloppant d'un parfum doux, floral et frais. Ce n'est pas tout, ses vertus régénératrices cutanées en font une huile essentielle anti-rides parfaite tandis que ses propriétés cicatrisantes l'indiquent en cas d'acné ou de petits boutons. Transpiration.Voie cutanée : 1 goutte pure sous chaque aisselle, 1 fois par jour, après la douche. Faire une semaine de pause après 3 semaines d'utilisation. Acné.Voie cutanée : appliquer quelques gouttes pures à l'aide d'un coton-tige sur chaque bouton, 2 fois par jour. Faire une semaine de pause après 3 semaines d'utilisation. Rides.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale en massage sur la zone concernée, 2 fois par jour. Faire une semaine de pause après 3 semaines d'utilisation.;3,3;www.compagnie-des-sens.fr/680-home_default/palmarosa-huile-essentielle-bio.jpg
46;PAMPLEMOUSSE- Huile essentielle BIO;Un corps sain, un air sain ! Reconnu pour ses bienfaits sur la santé, le pamplemousse procure une huile essentielle célèbre pour son pouvoir antiseptique mais aussi pour ses vertus cosmétiques. Elle permet aux cheveux gras et peaux grasses de retrouver toute leur vitalité. Mais là ne s'arrête pas l'étendue de ses propriétés : l'huile essentielle de pamplemousse est aussi parfaite en diffusion. Ses notes fraîches et acidulées assainiront votre intérieur tout en favorisant la relaxation propice à un sommeil de qualité. Assainir l'air ambiant / Relaxation. En diffusion : verser le nombre de gouttes indiqué sur la notice dans votre diffuseur. Diffuser par plage de 30 minutes maximum. Chute de cheveux / cheveux gras. Voie cutanée : 1 goutte dans une noisette de shampoing avant chaque utilisation. Peau grasse.Voie cutanée : 1 goutte dans une noisette de crème de nuit.;5,1;www.compagnie-des-sens.fr/689-home_default/pamplemousse-huile-essentielle-bio.jpg
47;ROMARIN À CAMPHRE - Huile essentielle BIO;Un remède naturel contre les torticolis ! Les huiles essentielles de romarin possèdent chacune des vertus spécifiques. La spécialité de celle de Romarin à Camphre, c'est le torticolis ! Très anti-inflammatoire, elle soulage aussi les rhumatismes et tendinites. Par ailleurs, ses propriétés mucolytiques en font un décongestionnant efficace en cas d'infection des voies respiratoires telles que les rhumes ou bronchites. Torticolis. Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale sur la zone touchée, 4 fois par jour, jusqu’à amélioration. Rhumatismes, tendinites.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale en massage sur les zones douloureuses, 4 fois par jour, jusqu’à amélioration. Faire une pause d'une semaine après trois semaines d'utilisation. Fluidifier le mucus lors d'un rhume.Voie cutanée : 1 goutte dans 4 gouttes d'huile végétale à appliquer sur le cou et le plexus solaire.;3,3;www.compagnie-des-sens.fr/903-home_default/romarin-a-camphre-huile-essentielle-bio.jpg
